prop_handle,enum_value,term_value,http_status,passed,notes
file_type,Data Analysis Whitepaper,Data Analysis Whitepaper,200,True,
file_type,DNA Methylation Analysis File,DNA Methylation Analysis File,200,True,
file_type,Image File,Image File,200,True,
file_type,Index File,Index File,200,True,
file_type,Mutation Annotation File,Mutation Annotation File,200,True,
file_type,NanoString nCounter Canine IO Analysis File,NanoString nCounter Canine IO Analysis File,200,True,
file_type,Pathology Report,Pathology Report,200,True,
file_type,RNA Sequence File,RNA Sequence File,200,True,
file_type,scATAC Sequence File,scATAC Sequence File,200,True,
file_type,scH5 Matrix File,scH5 Matrix File,200,True,
file_type,scRNA Sequence File,scRNA Sequence File,200,True,
file_type,Study Protocol,Study Protocol,200,True,
file_type,Supplemental Data File,Supplemental Data File,200,True,
file_type,Variant Call File,Variant Call File,200,True,
file_type,Variant Report,Variant Report,200,True,
file_type,Whole Exome Sequence File,Whole Exome Sequence File,200,True,
file_type,Whole Genome Sequence File,Whole Genome Sequence File,200,True,
file_status,uploading,uploading,200,True,
file_status,uploaded,uploaded,200,True,
file_status,md5summing,md5summing,200,True,
file_status,md5summed,md5summed,200,True,
file_status,validating,validating,200,True,
file_status,error,error,200,True,
file_status,invalid,invalid,200,True,
file_status,suppressed,suppressed,200,True,
file_status,redacted,redacted,200,True,
file_status,live,live,200,True,
file_status,validated,validated,200,True,
file_status,submitted,submitted,200,True,
file_status,released,released,200,True,
body_system,Attitude,Attitude,200,True,
body_system,"Eyes, Ears, Nose and Throat","Eyes, Ears, Nose and Throat",200,True,
body_system,Respiratory,Respiratory,200,True,
body_system,Cardiovascular,Cardiovascular,200,True,
body_system,Gastrointestinal,Gastrointestinal,200,True,
body_system,Musculoskeletal,Musculoskeletal,200,True,
body_system,Integumentary,Integumentary,200,True,
body_system,Lymphatic,Lymphatic,200,True,
body_system,Endocrine,Endocrine,200,True,
body_system,Genitourinary,Genitourinary,200,True,
body_system,Neurologic,Neurologic,200,True,
body_system,Other,Other,200,True,
pe_finding,Normal,Normal,200,True,
pe_finding,Abnormal,Abnormal,200,True,
pe_finding,Not examined,Not examined,200,True,
sample_site,Abdomen,Abdomen,200,True,
sample_site,Abdominal Mass,Abdominal Mass,200,True,
sample_site,Bladder,Bladder,200,True,
sample_site,Bladder Apex,Bladder Apex,200,True,
sample_site,Bladder Apex-Mid,Bladder Apex-Mid,200,True,
sample_site,Bladder Mid,Bladder Mid,200,True,
sample_site,Bladder Mid-Trigone,Bladder Mid-Trigone,200,True,
sample_site,Bladder Mucosa,Bladder Mucosa,200,True,
sample_site,Bladder Trigone,Bladder Trigone,200,True,
sample_site,Bladder Trigone-Urethra,Bladder Trigone-Urethra,200,True,
sample_site,Blood,Blood,200,True,
sample_site,Bone,Bone,200,True,
sample_site,Bone Marrow,Bone Marrow,200,True,
sample_site,Brain,Brain,200,True,
sample_site,Carpus,Carpus,200,True,
sample_site,Cerebellar,Cerebellar,200,True,
sample_site,Colon,Colon,200,True,
sample_site,Cranial Sternum,Cranial Sternum,200,True,
