prop_handle,enum_value,description,model_handle,version_string,node_handle
primary_site,Duodenum,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Ear - Lateral Skull Base and Nasopharynx,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Elbow Joint,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Epididymis,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Epitrochlear,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Epitrochlear or Brachial Nodes,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Esophagus,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Ethmoid Bone,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Eyelid,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Face,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Fallopian Tube,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Female Reproductive System Part,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Femur,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Fibula,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Fibula Head,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Finger,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Foot,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Foot Bone,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Foot Joint,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Foot Phalanges,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Forearm,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Fourth Ventricle,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Frontal Bone,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Frontal Cortex,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Frontal Lobe,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Gallbladder,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Gastrointestinal Tract,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Hand,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Hand Bone,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Hand Joint,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Hand Phalanges,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Head,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Head and Neck,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Heart,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Hip,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Hip/Inguinal Region,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Humerus,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Hypodermis,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Hypopharynx,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Iliac Crest,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Ilium,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Inferior Limb,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Infraclavicular Nodes,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Inguinal,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Inguinal or Femoral Nodes,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Intra-abdominal,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Intraperitoneal,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Intraspinal,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Intrathoracic,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Ischium,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Kidney,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Knee Joint,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Lacrimal Bone,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Large Vessels,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Larynx,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Larynx - Trachea,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Lateral Ventricle,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Leg,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Leptomeningeal,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Liver,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Liver/Biliary Tract,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Lower Arm,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Lower Extremity,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Lower Leg,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Lumbar Spinal Cord,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Lumbar Spine,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Lumbar Vertebra,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Lung,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Lymph Node,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Lymphatic Basin,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Mandible,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Maxilla,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Mediastinum,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Medulla,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Meninges,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Mesenteric Nodes,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Metacarpals,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Metatarsals,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Midbrain,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Middle Ear,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Nasal Bone,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Nasal Cavity,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Nasal Cavity and Paranasal Sinuses,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Nasal Septum,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Nasopharynx,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Neck,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Not Reported,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Occipital Bone,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Occipital Cortex,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Occipital Lobe,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Oculus Dexter (Right Eye),Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Oculus Sinister (Left Eye),Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Oculus Uterque (Both Eyes),Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Omentum,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Optic Chiasm,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Optic Nerve,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Oral Cavity,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Orbit,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Oropharynx,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Other,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Ovary,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Pancreas,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Para-Aortic Lymph Nodes,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Paranasal Sinus,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Parapharyngeal Area,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Paraspinal,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Paratesticular,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Parathyroid,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Parietal Bone,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Parietal Cortex,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Parietal Lobe,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Parotid,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Patella,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Pectoral Nodes,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Pelvis,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Pelvis/Sacrum,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Penis,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Perineum,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Peritoneum,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Pineal,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Pleura,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Pleura Thymus,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Pleural Effusion,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Pons Varolii,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Popliteal Nodes,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Pre-auricular Nodes,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Prostate,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Radius Bone,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Rectum,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Regional Lymph Nodes,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Retroperitoneum,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Rib,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Sacrococcygeal,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Sacrum,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Salivary Gland,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Scalp,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Scapula,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Scapula/Clavicle,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Schlemm's Canal,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Shoulder,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Shoulder Girdle,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Shoulder Joint,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Skin,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Skull,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Skull and Face Bone,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Small Intestine,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Soft Tissue,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,"Soft Tissue, NOS",Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Sphenoid Bone,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Spinal Cord,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Spine,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Spleen,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Splenic Hilar Nodes,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Sternum,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Sternum/Chest Wall,Anatomical site of disease in primary diagnosis for this diagnosis,,,
