prop_handle,enum_value,term_value,description,model_handle,version_string,node_handle
alteration,t(10;11)(p11.2;q23),t(10;11)(p11.2;q23),The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(10;11)(p12;q23) / MLL-MLLT10(AF10),,The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(10;19)(q26;q13),t(10;19)(q26;q13),The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(11;15)(p15;q35)/NUP98/JARID1A,,The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(11;16)(q13; p11),,The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(11;17)(AF17),,The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(11;19)(q13;q13.4),t(11;19)(q13;q13.4),The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(11;19)(q23;p13) (MLL-ENL)/(MLL-ELL),,The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(11;19)(q23;p13.1) (MLL-ELL),,The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(11;19)(q23;p13.3) (MLL-ENL),,The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(11;22)(p13;q12),t(11;22)(p13;q12),The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(11;22)(q24;q12),t(11;22)(q24;q12),The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,"t(11;22), NOS",,The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(12;15)(p13;q25),t(12;15)(p13;q25),The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(12;16)(q13;p11),t(12;16)(q13;p11),The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(12;22)(q13.12;q12),t(12;22)(q13.12;q12),The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(12;22)(q13.3;q12),t(12;22)(q13.3;q12),The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(12;22)(q13;q12),t(12;22)(q13;q12),The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(12;22;20)(q13;q12;q11),t(12;22;20)(q13;q12;q11),The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(15;17)(q24;q21),t(15;17)(q24;q21),The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(16;16)(p13.1;q22),t(16;16)(p13.1;q22),The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(16;21)(p11;q22),t(16;21)(p11;q22),The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(16;21)(p11;q22)FUS/ERG,,The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(16;21)(q24;q22)RUNX1-CBFA2T3,,The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(17;22)(q21;q12),t(17;22)(q21;q12),The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(17;22)(q22;q13),t(17;22)(q22;q13),The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(19;22)(q13;q12),t(19;22)(q13;q12),The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(1;10)(p22-31; q24-25),,The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(1;11)(q21;q23) / MLL-MLLT11(AF1Q),,The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(1;16)(p34;p11),t(1;16)(p34;p11),The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(1;22)(p34;q12),t(1;22)(p34;q12),The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(1;22)(q23;q12),t(1;22)(q23;q12),The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(1;22)(RBM15-MKL1),,The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(21;22)(q22;q12),t(21;22)(q22;q12),The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(2;12),t(2;12),The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(2;16)(q35;p11),t(2;16)(q35;p11),The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(2;22)(q33.3;q12),t(2;22)(q33.3;q12),The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(2;22)(q33;q12),t(2;22)(q33;q12),The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(2;22)(q34;q12),t(2;22)(q34;q12),The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(3;12)(q23;p12.3)(ETV6/EVI1),,The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,"t(3;3)(q21;q26.2), RPN1-EVI1",,The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(3;5)(p25;q34)NPM1/MLF1,,The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(4;11)(q21;q23) / MLL-MLLT2(AF4),,The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(4;19)(q25;q13),t(4;19)(q25;q13),The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(4;19)(q35;q13),t(4;19)(q35;q13),The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(5;11)(q35;p15) NSD1/NUP98,,The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(5;18)(q35;q11),t(5;18)(q35;q11),The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(6;11)(q27;q23) / MLL-MLLT4(AF6),,The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(6;22)(p21;q12),t(6;22)(p21;q12),The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(6;9),t(6;9),The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(6;9)(p23;q34) DEK/NUP214,,The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(7;12)(q36;p13) HLXB9(MNX1)/ETV6(TEL),,The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(7;16)(q33;p11),t(7;16)(q33;p11),The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(7;22)(p22;q12),t(7;22)(p22;q12),The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(8;14)(q24;q32) or other variant of B-ALL,,The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(8;16)MOZ/CBP,,The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(8;21),t(8;21),The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(8;8)(q21;q13),t(8;8)(q21;q13),The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(9;11)(p22;q23) / MLL-MLLT3(AF9),,The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(9;15)(q22;q21),t(9;15)(q22;q21),The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(9;17)(q22;q11),t(9;17)(q22;q11),The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(9;17)(q22;q11.2),t(9;17)(q22;q11.2),The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(9;22)(q22-23;q11-12),t(9;22)(q22-23;q11-12),The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(9;22)(q22;q12),t(9;22)(q22;q12),The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(X;17)(p11.2;q25),,The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(X;18)(p11.21;q11),,The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(X;18)(p11.23;q11),,The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(X;20)(p11.2;q13.3),,The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(X;22((p11;q13),,The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,t(X;4)(p11;q31),,The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,TAF15-NR4A3,,The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,TCF3-PBX1 Fusion,,The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,TLS/FEV,,The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,TP53,,The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,TP53 Mutation,,The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,Trisomy 10,,The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,Trisomy 17,,The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,Trisomy 21,,The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,Trisomy 4,,The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,Trisomy 8,,The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,Unknown,,The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,WT1 mutation,,The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,X Chromosome Inversion,,The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration,ZC3H7B-BCOR,,The words by which the generally used name of the mutation is known.,CCDI-DCC,1.0.0,genetic_analysis
alteration_type,Chromosomal Gain,,"The type of gain, loss or alteration of the sequences comprising a gene.",CCDI-DCC,1.0.0,genetic_analysis
alteration_type,Chromosomal Loss,,"The type of gain, loss or alteration of the sequences comprising a gene.",CCDI-DCC,1.0.0,genetic_analysis
alteration_type,Chromothripsis,,"The type of gain, loss or alteration of the sequences comprising a gene.",CCDI-DCC,1.0.0,genetic_analysis
alteration_type,Deletion,,"The type of gain, loss or alteration of the sequences comprising a gene.",CCDI-DCC,1.0.0,genetic_analysis
alteration_type,Duplication,,"The type of gain, loss or alteration of the sequences comprising a gene.",CCDI-DCC,1.0.0,genetic_analysis
alteration_type,Internal Tandem Duplication,,"The type of gain, loss or alteration of the sequences comprising a gene.",CCDI-DCC,1.0.0,genetic_analysis
alteration_type,Inversion,,"The type of gain, loss or alteration of the sequences comprising a gene.",CCDI-DCC,1.0.0,genetic_analysis
